,Line_1,Line_2,Line_3,Line_4,Line_5,Line_6,Line_7,Line_8,Line_9,Line_10,Line_11,Line_12,Line_13,Line_14,Line_15
599,,,,,,,,,,,,,,,
600,,,,J,,,,,,,,J,,,
601,NL,,,,,,,,,,,,,,
602,NL,,,,,,,,,,,,,,
603,NL,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,E_7,,
608,,,,,J,,,,,,,,J,,
609,NL,,,,,,,,,,,,,,
610,NL,,,,,,,,,,,,,,
611,NL,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,
614,,Ps,,Pr,,,,,,,,,,,
615,,,,,,,,,E_7,,,,,,
616,,J,,,,,,,,,J,,,,
617,NL,,,,,,,,,,,,,,
618,NL,,,,,,,,,,,,,,
619,NL,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,
621,,,VPs,,,,,,,,,,,,
622,,,,,,,,,,,,,,,
623,,,VPr,,,,E_7,,,,,,,,
624,,,J,,,,,,J,,,,,,
625,NL,,,,,,,,,,,,,,
626,NL,,,,,,,,,,,,,,
627,NL,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,
629,Ps,,Pr,,,,,,,,,,Ps,,Pr
630,Ps,,,Pr,,,,,,,,Ps,,,Pr
631,Ps,,,,Pr,,,,,,Ps,,,,Pr
632,Ps,,,,,Pr,,,,Ps,,,,,Pr
633,Ps,,,,,,Pr,E_7,Ps,,,,,,Pr
634,Ps,,,,,,Pr,,Ps,,,,,,Pr
635,Ps,,,,,,Pr,,Ps,,,,,,Pr
636,Ps,,,,,,Pr,Sj,Ps,,,,,,Pr
637,NL,,,,,,,,,,,,,,
638,NL,,,,,,,,,,,,,,
639,NL,,,,,,,,,,,,,,
640,NL,,,,,,,,,,,,,,
641,NL,,,,,,,,,,,,,,
642,NL,,,,,,,,,,,,,,
643,NL,,,,,,,,,,,,,,
644,NL,,,,,,,,,,,,,,
645,NL,,,,,,,,,,,,,,
646,NL,,,,,,,,,,,,,,
647,NL,,,,,,,,,,,,,,
648,NL,,,,,,,,,,,,,,
649,NL,,,,,,,,,,,,,,
650,NL,,,,,,,,,,,,,,
651,NL,,,,,,,,,,,,,,
652,NL,,,,,,,,,,,,,,
653,NL,,,,,,,,,,,,,,
654,NL,,,,,,,,,,,,,,
655,NL,,,,,,,,,,,,,,
656,NL,,,,,,,,,,,,,,
657,NL,,,,,,,,,,,,,,
658,NL,,,,,,,,,,,,,,
659,NL,,,,,,,,,,,,,,
660,NL,,,,,,,,,,,,,,
661,NL,,,,,,,,,,,,,,
662,NL,,,,,,,,,,,,,,
663,NL,,,,,,,,,,,,,,
664,NL,,,,,,,,,,,,,,
665,NL,,,,,,,,,,,,,,
666,NL,,,,,,,,,,,,,,
667,NL,,,,,,,,,,,,,,
668,NL,,,,,,,,,,,,,,
669,NL,,,,,,,,,,,,,,
670,NL,,,,,,,,,,,,,,
671,NL,,,,,,,,,,,,,,
672,NL,,,,,,,,,,,,,,
673,NL,,,,,,,,,,,,,,
674,NL,,,,,,,,,,,,,,
675,NL,,,,,,,,,,,,,,
676,NL,,,,,,,,,,,,,,
677,NL,,,,,,,,,,,,,,
678,NL,,,,,,,,,,,,,,
679,NL,,,,,,,,,,,,,,
680,NL,,,,,,,,,,,,,,
681,NL,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,
686,,,,,,,,Ps,,,,,,,Pr
687,,,,,,Ps,,Pr,,,,,,,
688,Ps,,Pr,E_7,Ps,,Pr,VPs,,,,,,,
689,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,
692,,,,Ee,,,,,,,,,,,
693,,,,,,,,,,,,,,,
694,,,,Me,,,,,,,,,,,
695,,,,,Ee,,,,,,,,,,
696,Ps,,,Pr,,Ee,,,,,,,,,
697,,,VDs,,,,,,,,,,,,
698,,,,,,,,,,,,,,,
699,,,,,E_3,,J,,Ps,,,,,,Pr
700,,,,,,,,,,Ps,,,,,Pr
701,,,,,Ps,,,Pr,,,Ps,,,,Pr
702,,,,,,,,,,,,Ps,,,Pr
703,,,,,,,,,,Me,,Ps,,,Pr
704,,,,,,,,,,,,Ps,,,Pr
705,,,,,,,,,,,,Ps,,,Pr
706,,,,,De,,,,,,,,Ps,,Pr
707,,,,,,De,,,Ps,,Pr,,,Ps,Pr
708,,,VDr,,,,,,Ps,,Pr,,,Ps,Pr
709,,,,,,,,,Ps,,Pr,,,Ps,Pr
710,,,,,,,,VPr,Ps,,Pr,,Se,Ps,Pr
711,,,,Js,,Jr,,,,,,Js,Jr,,
712,,,,,,,,,,,,,,,
713,Ps,,,,,,,,,,,,,,Pr
714,Ps,,Pr,,,,Ps,,,Pr,,,,Ps,Pr
715,Ps,,Pr,,,,Ps,,,Pr,,,,Ps,Pr
716,Ps,,Pr,,VPs,,Ps,,,Pr,,,,Ps,Pr
717,Ps,,Pr,,,,Ps,,,Pr,Ps,,Pr,Ps,Pr
718,Ps,,Pr,,,,Ps,,,Pr,,,,Ps,Pr
719,Ps,,Pr,E_7,,,Ps,,,Pr,,,,Ps,Pr
720,Ps,,Pr,,VPr,,Ps,,,Pr,,E_7,,Ps,Pr
721,Ps,,Pr,,,,Ps,,,Pr,,,,Ps,Pr
722,Ps,,Pr,,,,Ps,,,,Pr,,Ps,,Pr
723,Ps,,Pr,,,,Ps,,,,,,,,Pr
724,Ps,,Pr,,Ee,,Ps,,,,Pr,,Ps,,Pr
725,Ps,,Pr,,,,Ps,,,Pr,,Ps,,,Pr
726,Ps,,,Pr,,,Ps,,Pr,,Ps,,,,Pr
727,Ps,,,Pr,,,Ps,Pr,,Ps,,,,,Pr
728,Ps,,,Pr,,,,,Ps,,,,,,Pr
729,Ps,,,Pr,,,,Ps,,,,,,,Pr
730,Ps,,,Pr,,,Ps,,,,,,,,Pr
731,Ps,,,Pr,,,Ps,,,,,,,,Pr
732,Ps,,,Pr,,,,Ps,,,,,,,Pr
733,Ps,,,,Pr,De,,,Ps,,,,,,Pr
734,Ps,,,,,Pr,,,,Ps,,,,,Pr
735,Ps,,,,,,Pr,,,,Ps,,,,Pr
736,Ps,,,,,,,Pr,,,Ps,,,,Pr
737,Ps,,,,,,,,Pr,E_7,Ps,,,,Pr
738,Ps,,,,,,,,Pr,E_7,Ps,,,,Pr
739,Ps,,,,,,,,Pr,E_7,Ps,,,,Pr
740,Ps,,,,,,,,Pr,J,Ps,,,,Pr
741,NL,,,,,,,,,,,,,,
742,NL,,,,,,,,,,,,,,
743,NL,,,,,,,,,,,,,,
744,NL,,,,,,,,,,,,,,
745,Ps,,,,,,Pr,Ps,,,,,,,Pr
746,Ps,,,,,,Pr,Ps,,,,,,,Pr
747,Ps,,,,,,Pr,Ps,,,,,,,Pr
748,Ps,,,,,,Pr,,Ps,,,,,,Pr
749,,,,,,,,,,,,,,,
750,Gs,,,,,,,,,,,,,,Gr
